,postal_code,State,City,CountyName,2016,2017,2018,2019,2020,2021
9001,32908,FL,Palm Bay,Brevard County,152980,169129,182322,191615,205641,248550
9002,7836,NJ,Mt Olive Township,Morris County,381870,389880,400120,401407,410613,466278
9003,45648,OH,Lucasville,Scioto County,91707,97665,103046,107136,110554,124311
9004,93908,CA,Salinas,Monterey County,754837,787638,826240,844346,859471,1004267
9005,18840,PA,Sayre,Bradford County,117585,121352,128170,133745,138518,153715
9006,37879,TN,Tazewell,Claiborne County,88880,94895,101763,106315,111982,128399
9007,3874,NH,Seabrook,Rockingham County,339827,369870,388912,402944,420296,498501
9008,33976,FL,Lehigh Acres,Lee County,140981,155167,168956,177994,187039,229837
9009,29829,SC,Graniteville,Aiken County,160193,163181,171577,178829,189892,212688
9010,20695,MD,White Plains,Charles County,330433,342803,356734,360011,373517,433414
9011,43023,OH,Granville,Licking County,311202,302785,334761,352387,359215,408658
9012,35769,AL,Scottsboro,Jackson County,151074,156551,162711,167470,175409,196085
9014,32344,FL,Monticello,Jefferson County,147716,159281,167954,176253,177919,198687
9015,75223,TX,Dallas,Dallas County,130253,142420,172274,191559,214974,256608
9016,19526,PA,Hamburg,Berks County,162619,168542,180670,184727,195355,220706
9017,7734,NJ,Keansburg,Monmouth County,175115,170151,198009,218751,248210,306178
9018,45106,OH,Bethel,Clermont County,124569,138422,145144,154901,165354,194917
9019,94708,CA,Berkeley,Alameda County,1342961,1394178,1486480,1489006,1582020,1780841
9020,31415,GA,Savannah,Chatham County,48040,50521,55601,67393,79175,93230
9021,13148,NY,Town of Seneca Falls,Seneca County,101786,106368,113670,119399,124371,136996
9022,49740,MI,Harbor Springs,Emmet County,251201,263415,276947,290446,300720,344481
9023,4976,ME,Skowhegan,Somerset County,114548,117542,122620,128194,135302,158033
9024,88081,NM,Chaparral,Dona Ana County,107159,109739,114469,119490,124079,144654
9025,53235,WI,Saint Francis,Milwaukee County,141991,145964,156518,161132,173542,200726
9026,27214,NC,Browns Summit,Guilford County,159324,167567,175225,186838,202957,235491
9027,14411,NY,Town of Albion,Orleans County,88433,93741,99461,105414,109619,119944
9028,93644,CA,Oakhurst,Madera County,259382,277166,300711,306576,324707,378674
9029,44615,OH,Carrollton,Carroll County,105930,113707,122041,128924,131985,148183
9030,22307,VA,Belle Haven,Fairfax County,525774,536481,550521,567382,610881,664582
9031,66101,KS,Kansas City,Wyandotte County,51410,59384,59971,69955,77843,106209
9032,56649,MN,International Falls,Koochiching County,92906,97794,101904,105948,108593,119727
9033,28713,NC,Bryson City,Swain County,151087,158547,167906,174984,182345,207717
9034,35223,AL,Mountain Brook,Jefferson County,524640,541556,555291,581167,613322,690768
9036,83350,ID,Rupert,Minidoka County,134516,150427,169717,185652,197807,228669
9038,20166,VA,Sterling,Loudoun County,394944,410010,426122,441557,462674,523544
9039,33540,FL,Zephyrhills,Pasco County,127496,142203,155621,163716,178033,218573
9040,66224,KS,Leawood,Johnson County,483567,502108,523832,528180,546017,611102
9041,15129,PA,South Park Township,Allegheny County,169825,174366,184976,191621,203246,234620
9042,66720,KS,Chanute,Neosho County,62992,65079,63715,63745,63821,71763
9043,30546,GA,Hiawassee,Towns County,198199,204826,217601,228556,233936,264486
9044,40242,KY,Louisville,Jefferson County,198928,212421,222488,228900,239703,266081
9045,27601,NC,Raleigh,Wake County,271792,301566,333260,354720,366795,434011
9046,89508,NV,Cold Springs,Washoe County,257035,278793,309841,328001,345439,429515
9047,10980,NY,Town of Stony Point,Rockland County,359679,366352,386698,395867,409190,475243
9048,8318,NJ,Elmer,Salem County,171023,181229,194882,188402,197599,245480
9049,86413,AZ,Golden Valley,Mohave County,108159,116663,128673,146002,163766,200227
9050,7022,NJ,Fairview,Bergen County,384762,399987,427890,436026,467051,526495
9051,50112,IA,Grinnell,Poweshiek County,140560,144525,148858,153120,157257,169907
9052,80549,CO,Wellington,Larimer County,302332,330038,352810,360375,374093,431021
9053,85054,AZ,Phoenix,Maricopa County,363063,371112,391602,405847,438156,546600
9054,36613,AL,Eight Mile,Mobile County,91711,97090,102171,106196,115146,132625
9055,16511,PA,Erie,Erie County,110202,110952,113006,116910,122764,137067
9056,8863,NJ,Edison,Middlesex County,267558,288220,305260,305053,321867,366368
9057,45669,OH,Proctorville,Lawrence County,135565,141832,151250,158590,161356,178744
9058,35204,AL,Birmingham,Jefferson County,26276,27862,29103,30889,39120,51049
9059,38060,TN,Oakland,Fayette County,198438,208691,219720,226854,233367,259818
9060,28657,NC,Newland,Avery County,120793,126384,130537,133970,139605,161096
9061,15906,PA,Johnstown,Cambria County,31474,30149,32929,33344,32951,38266
9062,80435,CO,Keystone,Summit County,414082,465381,538402,582110,586927,730395
9063,65809,MO,Springfield,Greene County,261467,267747,282305,293350,308872,355349
9064,83669,ID,Star,Ada County,282591,300792,338484,376018,424421,583642
9065,80018,CO,Aurora,Arapahoe County,361305,387409,412695,423588,439971,515023
9066,11742,NY,Holtsville,Suffolk County,349893,366505,391586,412575,435585,505516
9067,64501,MO,Saint Joseph,Buchanan County,66611,67326,66289,64668,70802,80223
9068,71241,LA,Farmerville,Union Parish,111704,116216,119840,125302,132137,139357
9069,95073,CA,Soquel,Santa Cruz County,879486,914622,992743,996276,1028532,1225301
9070,66611,KS,Topeka,Shawnee County,78852,82130,85593,88673,96293,109893
9071,19004,PA,Lower Merion Township,Montgomery County,465931,478193,488187,501322,522743,604093
9072,8609,NJ,Trenton,Mercer County,47928,50991,56065,62922,73030,105812
9073,8004,NJ,Winslow Township,Camden County,175213,176061,182229,189671,206494,246572
9074,28333,NC,Dudley,Wayne County,91463,89820,89106,85873,94540,113332
9075,43103,OH,Ashville,Pickaway County,167215,177667,188531,200821,210951,236301
9076,34428,FL,Crystal River,Citrus County,131760,148595,166722,172044,185889,233591
9077,76230,TX,Bowie,Montague County,102575,107768,112746,117261,121221,133878
9078,30268,GA,Palmetto,Fulton County,144294,156331,171066,184553,199358,244010
9079,80621,CO,Fort Lupton,Weld County,277718,308576,336115,357475,375045,430573
9080,58301,ND,Devils Lake,Ramsey County,147700,153346,157500,165171,169764,181803
9081,77078,TX,Houston,Harris County,90581,95996,103240,117956,133020,155949
9082,85344,AZ,Parker,La Paz County,194050,211152,225246,238126,252184,306432
9084,99623,AK,Wasilla,Matanuska Susitna Borough,244339,250316,249014,252286,240760,228199
9085,45806,OH,Fort Shawnee,Allen County,121077,127403,135956,143076,150029,175175
9086,2563,MA,Sandwich,Barnstable County,351578,374620,392630,403877,427678,534880
9087,20781,MD,Hyattsville,Prince Georges County,301184,323240,339150,349260,369122,424716
9088,62918,IL,Carterville,Williamson County,119372,123825,127606,130403,132759,143958
9089,14625,NY,Town Of Penfield,Monroe County,198132,196817,198410,209189,222682,256599
9090,36064,AL,Pike Road,Montgomery County,278194,289748,290858,292113,298937,326472
9091,71052,LA,Mansfield,De Soto Parish,101153,105668,106894,110372,107718,106385
9092,60545,IL,Plano,Kendall County,150877,163100,174723,176607,181653,209743
9093,34217,FL,Holmes Beach,Manatee County,574431,594218,610533,615339,636366,811572
9094,32643,FL,High Springs,Alachua County,165581,178223,188660,196075,208938,240901
9095,81505,CO,Grand Junction,Mesa County,256124,270421,294677,312894,333758,395275
9096,29691,SC,Walhalla,Oconee County,114527,119844,124634,135556,146396,170221
9097,33170,FL,Goulds,Miami-Dade County,242055,269887,295705,311752,330085,386258
9098,3909,ME,York,York County,384115,406190,429863,445656,489337,576810
9099,36610,AL,Prichard,Mobile County,26156,23314,24387,24667,24351,23148
9100,62010,IL,Bethalto,Madison County,124462,126582,130543,134208,139307,153071
9101,66226,KS,Shawnee,Johnson County,284261,296843,311592,320420,335347,379503
9102,7062,NJ,Plainfield,Union County,202460,218864,256792,280230,309307,355479
9103,8512,NJ,Cranbury Township,Middlesex County,457488,464085,478478,486527,494590,544723
9105,33868,FL,Polk City,Polk County,157824,174278,188125,202455,216560,261535
9106,53563,WI,Milton,Rock County,183687,199594,211154,221321,235127,272037
9107,89109,NV,Las Vegas,Clark County,255386,266553,294606,297166,300213,330784
9108,70444,LA,Kentwood,Tangipahoa Parish,188974,197731,153964,127914,125296,126291
9109,67219,KS,Park City,Sedgwick County,92898,96163,99531,104323,114198,133019
9111,35125,AL,Pell City,Saint Clair County,162603,166749,168479,178845,195737,218262
9112,70529,LA,Duson,Lafayette Parish,143933,147974,144421,142650,150652,165342
9113,4915,ME,Belfast,Waldo County,169197,175107,196485,206427,214897,248506
9114,42345,KY,Greenville,Muhlenberg County,87046,88453,90723,96278,96631,104943
9115,98346,WA,Kingston,Kitsap County,350598,386825,420592,451354,494663,600228
9116,93212,CA,Corcoran,Kings County,133788,143900,148780,159298,175789,204592
9117,74868,OK,Seminole,Seminole County,57541,62133,62506,65472,69215,74892
9118,19102,PA,Philadelphia,Philadelphia County,351363,362571,360792,351331,352449,351137
9119,28723,NC,Cullowhee,Jackson County,225873,227154,234538,244675,255582,316360
9120,1462,MA,Lunenburg,Worcester County,278717,297167,316765,328712,357211,418353
9121,60410,IL,Channahon,Will County,219321,232001,240999,248469,256000,284202
9123,34604,FL,Spring Hill,Hernando County,158419,173330,190060,201624,216778,265475
9124,35906,AL,Rainbow City,Etowah County,125617,130058,134037,140586,148085,173254
9125,16901,PA,Delmar Township,Tioga County,150970,158008,165238,172209,177225,194221
9126,49007,MI,Kalamazoo,Kalamazoo County,50767,55716,59542,70998,73252,83148
9127,22960,VA,Orange,Orange County,183605,185542,191617,201907,209563,252014
9128,31082,GA,Sandersville,Washington County,78185,81443,86902,93624,96295,105871
9129,61548,IL,Metamora,Woodford County,200339,207161,212730,218300,220256,237434
9130,29161,SC,Timmonsville,Florence County,103170,103063,109590,108358,115386,130482
9131,6239,CT,Killingly,Windham County,161794,179955,189654,195477,210680,247286
9132,16354,PA,Titusville,Crawford County,81013,84801,88651,92817,96023,105492
9133,28778,NC,Swannanoa,Buncombe County,199437,220955,233162,238799,254843,303198
9134,23510,VA,Norfolk,Norfolk City,264316,265086,271878,274312,274327,297248
9135,64075,MO,Oak Grove,Jackson County,150630,160789,173909,185980,200208,228720
9136,60712,IL,Lincolnwood,Cook County,386613,394009,400471,395510,394000,432930
9137,44044,OH,Grafton,Lorain County,160404,171807,176965,183873,198070,225930
9138,60523,IL,Oak Brook,DuPage County,666533,663408,663652,657387,656063,700243
9139,21047,MD,Fallston,Harford County,371482,381355,398174,405440,419580,462360
9140,98019,WA,Duvall,King County,519759,581565,635234,630363,683802,828138
9141,48360,MI,Orion,Oakland County,264011,275618,287636,298645,314905,351129
9142,95320,CA,Escalon,San Joaquin County,345310,375585,403546,412509,441639,537499
9143,12586,NY,Walden,Orange County,209571,217211,234437,253240,267270,315624
9144,70544,LA,Jeanerette,Saint Mary Parish,80654,82324,83917,86715,88705,93398
9145,26452,WV,Weston,Lewis County,59045,69309,76135,77530,75223,80219
9146,22827,VA,Elkton,Rockingham County,177665,184591,191456,200609,208776,233434
9147,91708,CA,Chino,San Bernardino County,440412,465925,497440,493695,510349,609228
9148,64105,MO,Kansas City,Jackson County,168983,169532,178204,185152,184200,198873
9149,33330,FL,Cooper City,Broward County,556322,578715,604605,624053,655228,766405
9150,4412,ME,Brewer,Penobscot County,147012,150643,158361,166313,181469,222629
9151,35634,AL,Florence,Lauderdale County,154577,159225,168317,174696,181219,212202
9152,53963,WI,Waupun,Fond du Lac County,112677,115655,122601,133036,140183,158938
9153,77807,TX,Bryan,Brazos County,193430,205648,216492,221717,225403,235571
9154,20882,MD,Damascus,Montgomery County,534772,549682,566637,564764,583396,661847
9155,1879,MA,Tyngsboro,Middlesex County,355806,377075,395002,402918,433999,500651
9157,7885,NJ,Wharton,Morris County,271194,282965,298257,305069,315186,360825
9158,95006,CA,Boulder Creek,Santa Cruz County,583687,607320,640471,635420,657452,762788
9159,97403,OR,Eugene,Lane County,354613,380247,405140,428799,460226,548262
9160,10528,NY,Harrison,Westchester County,917862,948675,955026,944349,1014155,1090192
9161,48895,MI,Williamston,Ingham County,195876,208700,223399,232200,240841,269903
9162,79756,TX,Monahans,Ward County,100394,110763,120198,128719,135461,149763
9163,47804,IN,Terre Haute,Vigo County,58240,59414,61368,63043,64482,71624
9164,7932,NJ,Florham Park,Morris County,649294,671177,681868,660108,664077,722149
9165,17102,PA,Harrisburg,Dauphin County,105540,114682,119342,126607,132983,151523
9166,44090,OH,Wellington,Lorain County,149789,162133,167954,173257,188854,218005
9167,61523,IL,Chillicothe,Peoria County,124982,123913,123831,121237,123095,133703
9168,81006,CO,Pueblo,Pueblo County,181895,195884,219567,236219,257796,314287
9169,74023,OK,Cushing,Payne County,72670,74815,76911,80145,83371,89759
9170,44471,OH,Struthers,Mahoning County,53296,57555,61527,65741,71523,89771
9171,36206,AL,Saks,Calhoun County,83466,84129,88006,94794,100282,120334
9172,60176,IL,Schiller Park,Cook County,204400,215202,229918,235761,238621,275080
9173,48122,MI,Melvindale,Wayne County,55050,64853,74630,82433,90028,101756
9174,85004,AZ,Phoenix,Maricopa County,237931,257658,275862,290797,320040,399038
9175,11416,NY,New York,Queens County,493170,538938,586463,598818,607094,631569
9176,60558,IL,Western Springs,Cook County,564018,568003,573956,576712,576176,613147
9177,8051,NJ,Mantua Township,Gloucester County,163826,164103,169748,173779,183677,215357
9178,19540,PA,Mohnton,Berks County,211407,222068,237318,241845,253404,288316
9179,17113,PA,Steelton,Dauphin County,96203,99837,101715,110478,117026,136003
9180,18324,PA,Lehman Township,Pike County,118787,108001,127116,138206,143475,187900
9181,70346,LA,Donaldsonville,Ascension Parish,145171,137102,128229,121060,142055,162437
9182,1082,MA,Ware,Hampshire County,184069,190986,202317,211697,224305,261858
9183,61301,IL,La Salle,La Salle County,71845,72810,76632,77001,82322,94869
9184,6608,CT,Bridgeport,Fairfield County,98631,111976,128937,142724,160199,196062
9185,29510,SC,Andrews,Georgetown County,87814,90146,95231,101126,105048,118935
9187,65233,MO,Boonville,Cooper County,119018,123861,132139,138425,143261,160641
9188,28425,NC,Burgaw,Pender County,138237,146127,148959,146061,161685,189775
9189,95334,CA,Livingston,Merced County,226396,247798,265079,275757,292471,355852
9190,70445,LA,Lacombe,Saint Tammany Parish,169304,169674,165141,169747,184686,209061
9191,43021,OH,Galena,Delaware County,385181,401678,419828,427267,447941,497573
9192,20872,MD,Damascus,Montgomery County,365920,382143,393183,395717,410535,464015
9193,60554,IL,Sugar Grove,Kane County,263500,272771,280192,286344,290838,330298
9194,44408,OH,Columbiana,Columbiana County,140373,147924,155044,162282,171283,187270
9195,77068,TX,Houston,Harris County,207351,214755,220747,227680,236772,275294
9196,98148,WA,Burien,King County,338495,388765,433184,436810,473270,550411
9197,1463,MA,Pepperell,Middlesex County,316294,336870,356644,362663,385188,443775
9198,38462,TN,Hohenwald,Lewis County,85234,93287,99636,106467,115353,127869
9199,46184,IN,New Whiteland,Johnson County,125110,133626,144476,155459,169661,200563
9200,8628,NJ,Ewing Township,Mercer County,230612,233153,239098,246643,261228,303984
9201,97479,OR,Sutherlin,Douglas County,180020,195454,211204,229282,245653,289513
9202,57785,SD,Sturgis,Meade County,184123,192771,205737,215681,221884,249727
9203,11436,NY,New York,Queens County,425238,449523,494236,522669,524924,560950
9204,97089,OR,Damascus,Clackamas County,423158,455233,491883,498482,519179,607727
9205,61607,IL,Bartonville,Peoria County,109057,108985,110003,109561,110752,120443
9206,84087,UT,Woods Cross,Davis County,274498,296468,324598,347002,377639,476136
9207,50327,IA,Pleasant Hill,Polk County,204506,215164,225219,231979,239218,267123
9208,30531,GA,Cornelia,Habersham County,124652,131045,139284,149068,155044,177928
9209,68133,NE,Papillion,Sarpy County,259741,272713,283758,291421,306796,341301
9210,93465,CA,Templeton,San Luis Obispo County,585293,609705,644079,654264,682819,794004
9211,85003,AZ,Phoenix,Maricopa County,363124,380442,403675,421453,459883,585821
9212,54971,WI,Ripon,Fond du Lac County,112769,118104,125043,131147,138218,157386
9213,30525,GA,Clayton,Rabun County,172027,179408,191239,201953,205883,235473
9214,46802,IN,Fort Wayne,Allen County,44412,49389,55759,60839,69960,88261
