postal_code,Mexican,Chinese,Italian,Cafe,Fastfood,Mexican_stars,Chinese_stars,Italian_stars,Cafe_stars,Fastfood_stars,Mexican_review_count,Chinese_review_count,Italian__review_count,Cafe_review_count,Fastfood_review_count,Neighborhood Tiers
85711,24.0,34.0,22.0,23.0,25.0,3.5,3.3,3.5,3.5,3.3,2440.0,4390.0,2963.0,2928.0,3188.0,Tier3
85712,21.0,21.0,22.0,14.0,15.0,3.6,3.5,3.7,3.2,3.6,3268.0,3312.0,1944.0,1663.0,3314.0,Tier2
85713,18.0,15.0,18.0,17.0,18.0,3.6,3.6,3.6,3.3,3.3,1054.0,578.0,2028.0,723.0,1184.0,Tier3
85714,8.0,11.0,12.0,8.0,13.0,3.4,3.4,3.1,3.1,3.3,396.0,783.0,302.0,353.0,866.0,Tier3
85715,5.0,11.0,10.0,6.0,18.0,3.4,3.5,3.6,3.4,3.6,484.0,807.0,1259.0,1335.0,2819.0,Tier2
85716,18.0,16.0,19.0,15.0,11.0,3.9,3.7,4.0,3.3,3.7,4480.0,3058.0,3238.0,2372.0,2431.0,Tier2
85718,11.0,6.0,5.0,11.0,13.0,3.9,3.8,3.7,3.7,3.6,3007.0,1841.0,1113.0,3498.0,2389.0,Tier1
85719,46.0,38.0,28.0,33.0,23.0,3.5,3.6,3.3,3.5,3.3,8833.0,5367.0,4468.0,4549.0,2613.0,Tier2
85730,8.0,9.0,8.0,4.0,7.0,2.9,3.4,2.8,2.8,3.0,331.0,392.0,271.0,134.0,864.0,Tier2
85735,1.0,2.0,0.0,0.0,1.0,3.0,3.5,0.0,0.0,3.5,20.0,19.0,0.0,0.0,111.0,Tier2
85737,7.0,12.0,8.0,14.0,6.0,3.6,3.4,3.7,3.4,3.4,780.0,1872.0,941.0,1057.0,670.0,Tier1
85739,1.0,9.0,4.0,2.0,4.0,4.5,3.6,3.1,1.8,3.8,36.0,549.0,153.0,37.0,627.0,Tier1
85741,17.0,17.0,14.0,17.0,14.0,3.2,3.3,3.3,3.4,3.2,1373.0,1611.0,877.0,1937.0,1294.0,Tier2
85742,4.0,2.0,5.0,1.0,6.0,2.9,3.5,3.4,3.0,3.1,280.0,120.0,503.0,21.0,126.0,Tier2
85743,12.0,9.0,11.0,10.0,6.0,3.2,3.4,2.7,3.4,2.8,1001.0,1072.0,848.0,1065.0,454.0,Tier2
85745,16.0,12.0,12.0,10.0,21.0,3.8,3.1,3.5,3.2,3.2,2918.0,600.0,1225.0,1072.0,1126.0,Tier2
85746,3.0,12.0,9.0,7.0,11.0,1.8,2.8,3.1,3.3,2.8,175.0,460.0,436.0,296.0,235.0,Tier3
85747,11.0,11.0,3.0,6.0,9.0,3.2,3.2,3.0,2.5,3.6,641.0,414.0,368.0,328.0,1425.0,Tier2
85748,5.0,1.0,6.0,5.0,3.0,2.4,4.5,2.9,3.6,3.7,333.0,24.0,326.0,479.0,49.0,Tier2
85749,1.0,3.0,6.0,4.0,3.0,3.0,3.3,3.5,3.8,3.2,7.0,321.0,319.0,394.0,133.0,Tier1
85750,5.0,5.0,4.0,3.0,6.0,3.8,3.3,4.1,3.7,3.9,1216.0,534.0,746.0,150.0,688.0,Tier1
85755,2.0,1.0,3.0,1.0,2.0,4.2,3.5,4.0,3.5,3.5,109.0,78.0,250.0,121.0,127.0,Tier1
85756,4.0,5.0,2.0,7.0,6.0,3.1,3.0,3.5,3.6,3.3,101.0,120.0,31.0,213.0,214.0,Tier2
85757,4.0,2.0,3.0,0.0,4.0,3.8,4.0,3.0,0.0,2.9,325.0,13.0,84.0,0.0,354.0,Tier2
89431,25.0,19.0,28.0,29.0,27.0,3.6,3.4,3.6,3.5,3.6,2152.0,4948.0,3276.0,2912.0,3496.0,Tier3
89433,2.0,5.0,4.0,0.0,1.0,3.2,2.9,2.9,0.0,3.5,167.0,170.0,136.0,0.0,7.0,Tier2
89434,15.0,16.0,16.0,7.0,8.0,3.0,3.6,3.0,3.1,3.6,1581.0,2350.0,3174.0,588.0,1092.0,Tier2
89436,11.0,6.0,14.0,8.0,8.0,3.8,3.3,2.9,3.8,3.4,1786.0,916.0,1880.0,985.0,980.0,Tier2
89439,0.0,5.0,1.0,4.0,1.0,0.0,2.9,3.5,3.8,4.5,0.0,296.0,42.0,314.0,308.0,Tier1
89441,0.0,3.0,4.0,2.0,3.0,0.0,2.8,2.9,1.8,2.7,0.0,218.0,528.0,89.0,111.0,Tier2
89501,17.0,26.0,22.0,23.0,21.0,3.8,3.9,3.9,3.9,4.0,5395.0,6020.0,6466.0,11115.0,7032.0,Tier2
89502,53.0,44.0,48.0,48.0,44.0,3.5,3.7,3.7,3.6,3.5,9226.0,7489.0,7557.0,9173.0,6460.0,Tier3
89503,15.0,15.0,12.0,12.0,16.0,3.7,3.1,3.2,3.3,3.6,2802.0,4285.0,2213.0,2359.0,2807.0,Tier2
89506,9.0,12.0,8.0,10.0,6.0,3.3,3.1,2.8,3.2,2.8,1073.0,1178.0,486.0,578.0,441.0,Tier2
89508,0.0,1.0,0.0,1.0,1.0,0.0,4.5,0.0,3.5,4.0,0.0,139.0,0.0,115.0,19.0,Tier2
89509,13.0,14.0,7.0,12.0,16.0,4.2,3.5,3.4,3.7,3.9,1912.0,2052.0,2117.0,3054.0,2963.0,Tier1
89511,23.0,14.0,15.0,20.0,23.0,3.8,3.6,3.5,3.6,3.7,4734.0,3292.0,2611.0,3296.0,3778.0,Tier1
89512,4.0,14.0,8.0,15.0,5.0,3.1,3.3,3.2,3.6,3.8,294.0,1215.0,1736.0,1670.0,85.0,Tier3
89519,1.0,2.0,1.0,3.0,3.0,3.5,3.5,4.0,3.7,4.0,9.0,124.0,148.0,449.0,706.0,Tier1
89521,10.0,10.0,5.0,17.0,9.0,3.6,3.4,2.9,3.6,2.7,1669.0,1618.0,676.0,3660.0,1667.0,Tier2
89523,11.0,18.0,10.0,8.0,6.0,3.5,3.6,3.2,3.4,3.8,1121.0,3902.0,775.0,1888.0,1021.0,Tier2
93013,17.0,8.0,17.0,8.0,8.0,3.8,4.0,3.7,4.1,3.9,2241.0,2120.0,2647.0,1002.0,1104.0,Tier3
93067,2.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,4.0,841.0,0.0,201.0,0.0,32.0,Tier1
93101,47.0,39.0,46.0,49.0,44.0,3.9,4.1,4.2,4.2,4.0,15678.0,10793.0,21002.0,15312.0,14903.0,Tier3
93103,13.0,5.0,13.0,10.0,10.0,3.7,3.6,3.5,4.1,3.4,2799.0,232.0,1910.0,1633.0,3092.0,Tier2
93105,18.0,10.0,20.0,14.0,19.0,3.7,3.0,4.0,3.7,3.7,4596.0,1609.0,4484.0,1933.0,4558.0,Tier2
93108,11.0,6.0,4.0,13.0,10.0,4.2,4.5,3.8,3.8,4.0,1607.0,1492.0,402.0,2247.0,1596.0,Tier1
93109,6.0,5.0,10.0,5.0,6.0,3.6,4.1,3.6,4.1,3.6,1425.0,3470.0,1637.0,2319.0,3982.0,Tier2
93110,0.0,2.0,2.0,2.0,6.0,0.0,4.5,3.5,3.2,3.9,0.0,315.0,81.0,295.0,639.0,Tier2
93111,1.0,2.0,7.0,0.0,1.0,4.5,4.0,3.6,0.0,5.0,365.0,503.0,1186.0,0.0,25.0,Tier2
93117,25.0,29.0,27.0,24.0,34.0,3.4,3.6,3.7,3.8,3.9,2967.0,5783.0,5541.0,4066.0,5829.0,Tier3
95661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,11.0,Tier2
96161,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,26.0,Tier2
